repeat_id,index_type,N,d,metric,topk,nq,threads,hnsw_M,hnsw_efC,hnsw_efS,build_s,search_s,qps,avg_ms_per_q,p50_ms,p95_ms,p99_ms,recall_at_k,index_bytes
1,hnsw,5000,96,l2,10,1000,32,32,100,64,0.519869,0.039529,25298.057,0.040,0.183,0.209,8.441,0.967200,3277250
1,hnsw,5000,96,l2,10,1000,32,32,100,128,0.416908,0.059243,16879.654,0.059,0.321,0.440,19.454,0.994100,3277250
1,hnsw,5000,96,l2,10,1000,32,32,100,256,0.526326,0.088452,11305.574,0.088,0.497,0.720,20.045,0.999500,3277250
1,hnsw,5000,96,l2,10,1000,32,32,100,384,0.456185,0.139118,7188.152,0.139,0.652,1.009,20.963,0.999900,3277250
1,hnsw,5000,96,l2,10,1000,32,32,100,512,0.678782,0.194011,5154.359,0.194,1.053,1.889,10.202,1.000000,3277250
1,hnsw,5000,96,l2,10,1000,32,32,100,640,0.613009,0.288417,3467.204,0.288,1.281,6.020,14.448,1.000000,3277250
1,hnsw,5000,96,l2,10,1000,32,32,100,768,0.452916,0.357407,2797.934,0.357,1.689,2.320,12.371,1.000000,3277250
0,flat,7500,96,l2,10,1000,32,,,,0.001145,0.083803,11932.710,0.084,0.316,0.325,0.407,1.000000,2880045
0,hnsw,7500,96,l2,10,1000,32,16,100,64,0.819475,0.036700,27248.181,0.037,0.154,0.220,0.542,0.884200,3960074
0,hnsw,7500,96,l2,10,1000,32,16,100,128,0.899959,0.056320,17755.774,0.056,0.287,0.321,4.907,0.960200,3960074
0,hnsw,7500,96,l2,10,1000,32,16,100,256,0.958807,0.090610,11036.308,0.091,0.571,0.675,19.586,0.990400,3960074
0,hnsw,7500,96,l2,10,1000,32,16,100,384,0.793751,0.155255,6441.022,0.155,0.711,7.569,14.579,0.995700,3960074
0,hnsw,7500,96,l2,10,1000,32,16,100,512,0.692315,0.213178,4690.919,0.213,0.971,1.370,22.554,0.997100,3960074
0,hnsw,7500,96,l2,10,1000,32,16,100,640,0.822071,0.271755,3679.781,0.272,1.322,1.946,14.915,0.998600,3960074
0,hnsw,7500,96,l2,10,1000,32,16,100,768,1.014055,0.401367,2491.483,0.401,1.709,3.374,8.425,0.999100,3960074
0,hnsw,7500,96,l2,10,1000,32,32,100,64,0.839966,0.039705,25185.853,0.040,0.212,0.302,15.563,0.952900,4918514
0,hnsw,7500,96,l2,10,1000,32,32,100,128,0.806447,0.059822,16716.144,0.060,0.393,1.549,13.012,0.988400,4918514
0,hnsw,7500,96,l2,10,1000,32,32,100,256,0.936682,0.115918,8626.788,0.116,0.497,1.048,24.384,0.998100,4918514
0,hnsw,7500,96,l2,10,1000,32,32,100,384,0.968524,0.151616,6595.597,0.152,0.754,6.504,9.637,0.999300,4918514
0,hnsw,7500,96,l2,10,1000,32,32,100,512,0.906957,0.213442,4685.120,0.213,1.023,1.582,22.827,0.999700,4918514
0,hnsw,7500,96,l2,10,1000,32,32,100,640,0.987900,0.310095,3224.817,0.310,1.349,2.439,16.554,0.999900,4918514
0,hnsw,7500,96,l2,10,1000,32,32,100,768,0.918962,0.365580,2735.376,0.366,1.734,2.499,3.491,1.000000,4918514
1,flat,7500,96,l2,10,1000,32,,,,0.001028,0.123823,8076.070,0.124,0.319,0.336,3.161,1.000000,2880045
1,hnsw,7500,96,l2,10,1000,32,16,100,64,0.877029,0.035137,28460.096,0.035,0.165,0.240,19.613,0.883000,3960074
1,hnsw,7500,96,l2,10,1000,32,16,100,128,0.706663,0.051561,19394.339,0.052,0.309,0.450,20.487,0.959400,3960074
1,hnsw,7500,96,l2,10,1000,32,16,100,256,1.055236,0.088688,11275.424,0.089,0.572,0.596,0.688,0.988300,3960074
1,hnsw,7500,96,l2,10,1000,32,16,100,384,0.910402,0.161268,6200.845,0.161,0.914,1.531,9.652,0.995900,3960074
1,hnsw,7500,96,l2,10,1000,32,16,100,512,0.674991,0.212349,4709.236,0.212,0.944,1.699,25.602,0.997800,3960074
1,hnsw,7500,96,l2,10,1000,32,16,100,640,0.771349,0.297066,3366.250,0.297,1.260,10.159,11.490,0.998300,3960074
1,hnsw,7500,96,l2,10,1000,32,16,100,768,0.804393,0.397835,2513.606,0.398,1.641,6.905,11.324,0.998900,3960074
1,hnsw,7500,96,l2,10,1000,32,32,100,64,0.810621,0.132021,7574.553,0.132,0.222,0.350,20.472,0.949400,4918514
1,hnsw,7500,96,l2,10,1000,32,32,100,128,0.861218,0.066217,15101.902,0.066,0.289,0.769,22.662,0.989700,4918514
1,hnsw,7500,96,l2,10,1000,32,32,100,256,0.889124,0.112741,8869.869,0.113,0.675,0.794,19.635,0.997600,4918514
1,hnsw,7500,96,l2,10,1000,32,32,100,384,0.928189,0.151095,6618.374,0.151,0.796,1.450,21.403,0.999000,4918514
1,hnsw,7500,96,l2,10,1000,32,32,100,512,0.768725,0.208344,4799.762,0.208,1.117,1.966,19.170,0.999500,4918514
1,hnsw,7500,96,l2,10,1000,32,32,100,640,1.040300,0.300766,3324.849,0.301,1.430,2.450,18.965,0.999900,4918514
1,hnsw,7500,96,l2,10,1000,32,32,100,768,0.876041,0.370193,2701.293,0.370,1.818,2.984,22.310,0.999800,4918514
0,flat,10000,96,l2,10,1000,32,,,,0.001276,0.114125,8762.323,0.114,0.414,0.421,0.447,1.000000,3840045
0,hnsw,10000,96,l2,10,1000,32,16,100,64,1.133502,0.048754,20511.332,0.049,0.158,0.173,0.189,0.846000,5280442
0,hnsw,10000,96,l2,10,1000,32,16,100,128,1.095260,0.058171,17190.841,0.058,0.322,0.714,21.286,0.942700,5280442
0,hnsw,10000,96,l2,10,1000,32,16,100,256,1.154215,0.094523,10579.486,0.095,0.453,0.841,20.677,0.984100,5280442
0,hnsw,10000,96,l2,10,1000,32,16,100,384,1.440103,0.171865,5818.504,0.172,0.818,1.424,17.931,0.994100,5280442
0,hnsw,10000,96,l2,10,1000,32,16,100,512,1.109442,0.219341,4559.121,0.219,1.353,1.623,10.114,0.996800,5280442
0,hnsw,10000,96,l2,10,1000,32,16,100,640,1.244497,0.317095,3153.630,0.317,1.448,5.272,10.573,0.997500,5280442
0,hnsw,10000,96,l2,10,1000,32,16,100,768,1.265965,0.382558,2613.985,0.383,1.773,2.881,19.272,0.998600,5280442
0,hnsw,10000,96,l2,10,1000,32,32,100,64,1.257003,0.037675,26542.826,0.038,0.219,0.293,16.289,0.930900,6557858
0,hnsw,10000,96,l2,10,1000,32,32,100,128,1.328523,0.068984,14496.058,0.069,0.408,0.592,17.639,0.981800,6557858
0,hnsw,10000,96,l2,10,1000,32,32,100,256,1.206756,0.109839,9104.247,0.110,0.759,0.934,22.986,0.996700,6557858
0,hnsw,10000,96,l2,10,1000,32,32,100,384,1.372241,0.184634,5416.129,0.185,0.835,1.895,9.977,0.999000,6557858
0,hnsw,10000,96,l2,10,1000,32,32,100,512,1.413929,0.217695,4593.584,0.218,1.178,1.976,14.005,0.999400,6557858
0,hnsw,10000,96,l2,10,1000,32,32,100,640,1.231184,0.304581,3283.197,0.305,1.483,2.458,18.421,0.999600,6557858
0,hnsw,10000,96,l2,10,1000,32,32,100,768,1.541198,0.400065,2499.591,0.400,1.856,2.691,30.056,0.999800,6557858
1,flat,10000,96,l2,10,1000,32,,,,0.001278,0.270407,3698.131,0.270,0.333,0.530,25.078,1.000000,3840045
1,hnsw,10000,96,l2,10,1000,32,16,100,64,1.130723,0.051823,19296.616,0.052,0.192,0.316,21.473,0.853700,5280442
1,hnsw,10000,96,l2,10,1000,32,16,100,128,1.210313,0.055841,17907.958,0.056,0.311,0.357,9.153,0.940700,5280442
1,hnsw,10000,96,l2,10,1000,32,16,100,256,1.021741,0.093857,10654.544,0.094,0.455,0.888,20.551,0.981900,5280442
1,hnsw,10000,96,l2,10,1000,32,16,100,384,1.119869,0.171234,5839.949,0.171,0.707,1.358,21.350,0.992500,5280442
1,hnsw,10000,96,l2,10,1000,32,16,100,512,0.957593,0.217280,4602.364,0.217,1.017,9.625,19.958,0.996100,5280442
1,hnsw,10000,96,l2,10,1000,32,16,100,640,1.184404,0.279185,3581.854,0.279,1.348,10.328,12.220,0.996700,5280442
1,hnsw,10000,96,l2,10,1000,32,16,100,768,1.072430,0.373483,2677.501,0.373,1.800,3.502,11.248,0.998100,5280442
1,hnsw,10000,96,l2,10,1000,32,32,100,64,1.092066,0.043641,22914.012,0.044,0.241,0.341,14.462,0.931000,6557858
1,hnsw,10000,96,l2,10,1000,32,32,100,128,1.128674,0.072376,13816.774,0.072,0.415,2.784,21.336,0.980000,6557858
1,hnsw,10000,96,l2,10,1000,32,32,100,256,1.127239,0.115347,8669.472,0.115,0.558,1.119,22.509,0.997100,6557858
1,hnsw,10000,96,l2,10,1000,32,32,100,384,1.126949,0.182326,5484.671,0.182,0.807,1.591,26.516,0.999000,6557858
1,hnsw,10000,96,l2,10,1000,32,32,100,512,1.029778,0.226233,4420.226,0.226,1.121,4.430,17.671,0.999500,6557858
1,hnsw,10000,96,l2,10,1000,32,32,100,640,1.444386,0.342519,2919.545,0.343,1.461,2.477,18.000,0.999900,6557858
1,hnsw,10000,96,l2,10,1000,32,32,100,768,1.566724,0.418011,2392.280,0.418,1.865,2.880,10.918,0.999800,6557858
0,flat,50000,96,l2,10,1000,32,,,,0.015042,0.628912,1590.048,0.629,1.934,2.985,22.454,1.000000,19200045
0,hnsw,50000,96,l2,10,1000,32,16,100,64,6.999381,0.047748,20943.423,0.048,0.279,0.343,9.165,0.641000,26415290
0,hnsw,50000,96,l2,10,1000,32,16,100,128,8.910228,0.071140,14056.797,0.071,0.535,1.271,9.310,0.790900,26415290
0,flat,2500,96,l2,10,1000,32,,,,0.000895,0.228249,4381.171,0.228,0.113,0.119,0.152,1.000000,960045
0,hnsw,2500,96,l2,10,1000,32,16,200,64,0.596703,0.049312,20279.176,0.049,0.124,0.138,0.406,0.966300,1319402
0,hnsw,2500,96,l2,10,1000,32,16,200,128,0.548657,0.061630,16225.773,0.062,0.226,0.333,21.612,0.995200,1319402
0,hnsw,2500,96,l2,10,1000,32,16,200,256,0.272560,0.088650,11280.378,0.089,0.440,5.815,9.299,0.999900,1319402
0,hnsw,2500,96,l2,10,1000,32,16,200,384,0.236158,0.146087,6845.239,0.146,0.707,0.772,21.093,0.999800,1319402
0,hnsw,2500,96,l2,10,1000,32,16,200,512,0.261960,0.174505,5730.502,0.175,0.804,7.432,9.764,0.999800,1319402
0,hnsw,2500,96,l2,10,1000,32,16,200,640,0.260640,0.236570,4227.081,0.237,1.120,1.480,18.749,0.999900,1319402
0,hnsw,2500,96,l2,10,1000,32,16,200,768,0.265022,0.335634,2979.436,0.336,1.418,9.912,10.691,1.000000,1319402
1,flat,2500,96,l2,10,1000,32,,,,0.000341,0.023477,42595.226,0.023,0.114,0.126,1.342,1.000000,960045
1,hnsw,2500,96,l2,10,1000,32,16,200,64,0.223357,0.030153,33163.968,0.030,0.122,0.135,17.187,0.967400,1319402
1,hnsw,2500,96,l2,10,1000,32,16,200,128,0.246300,0.055875,17897.138,0.056,0.222,0.281,19.069,0.995800,1319402
1,hnsw,2500,96,l2,10,1000,32,16,200,256,0.277126,0.079842,12524.680,0.080,0.442,0.453,0.463,0.999400,1319402
1,hnsw,2500,96,l2,10,1000,32,16,200,384,0.275124,0.148436,6736.894,0.148,0.704,4.122,9.820,0.999800,1319402
1,hnsw,2500,96,l2,10,1000,32,16,200,512,0.241964,0.184016,5434.318,0.184,0.749,1.435,20.471,1.000000,1319402
1,hnsw,2500,96,l2,10,1000,32,16,200,640,0.284552,0.251345,3978.597,0.251,1.039,6.815,10.131,1.000000,1319402
1,hnsw,2500,96,l2,10,1000,32,16,200,768,0.326540,0.346723,2884.149,0.347,1.375,8.221,10.590,1.000000,1319402
0,flat,5000,96,l2,10,1000,32,,,,0.000567,0.115393,8666.059,0.115,0.216,0.279,19.104,1.000000,1920045
0,hnsw,5000,96,l2,10,1000,32,16,200,64,0.871697,0.045298,22075.865,0.045,0.150,0.207,15.848,0.926000,2639578
0,hnsw,5000,96,l2,10,1000,32,16,200,128,0.732422,0.065762,15206.416,0.066,0.290,8.936,10.461,0.982600,2639578
0,hnsw,5000,96,l2,10,1000,32,16,200,256,0.689369,0.090888,11002.590,0.091,0.552,0.830,22.582,0.996300,2639578
0,hnsw,5000,96,l2,10,1000,32,16,200,384,0.945125,0.162843,6140.879,0.163,0.611,1.133,21.352,0.999100,2639578
0,hnsw,5000,96,l2,10,1000,32,16,200,512,0.790357,0.216014,4629.322,0.216,0.874,1.692,10.174,0.999300,2639578
0,hnsw,5000,96,l2,10,1000,32,16,200,640,0.699108,0.258957,3861.643,0.259,1.186,2.237,10.783,0.999500,2639578
0,hnsw,5000,96,l2,10,1000,32,16,200,768,0.594926,0.356727,2803.262,0.357,1.538,2.803,24.701,0.999700,2639578
1,flat,5000,96,l2,10,1000,32,,,,0.000573,0.084270,11866.664,0.084,0.216,0.224,8.952,1.000000,1920045
1,hnsw,5000,96,l2,10,1000,32,16,200,64,1.251531,0.043760,22851.818,0.044,0.151,0.172,8.369,0.927000,2639578
1,hnsw,5000,96,l2,10,1000,32,16,200,128,1.037866,0.086564,11552.179,0.087,0.281,0.335,16.940,0.982900,2639578
1,hnsw,5000,96,l2,10,1000,32,16,200,256,1.138305,0.118867,8412.755,0.119,0.549,2.528,9.581,0.996900,2639578
1,hnsw,5000,96,l2,10,1000,32,16,200,384,0.678904,0.147952,6758.931,0.148,0.615,1.345,15.884,0.999000,2639578
1,hnsw,5000,96,l2,10,1000,32,16,200,512,0.719307,0.196865,5079.636,0.197,0.878,1.499,22.389,0.999700,2639578
1,hnsw,5000,96,l2,10,1000,32,16,200,640,0.773760,0.262278,3812.745,0.262,1.181,2.046,20.994,0.999800,2639578
1,hnsw,5000,96,l2,10,1000,32,16,200,768,0.679946,0.359812,2779.231,0.360,1.541,2.877,23.322,0.999800,2639578
0,flat,7500,96,l2,10,1000,32,,,,0.000901,0.224339,4457.539,0.224,0.319,2.684,9.179,1.000000,2880045
0,hnsw,7500,96,l2,10,1000,32,16,200,64,1.444660,0.036010,27770.112,0.036,0.162,0.250,17.271,0.889200,3960074
0,hnsw,7500,96,l2,10,1000,32,16,200,128,1.200688,0.060764,16457.058,0.061,0.310,5.933,9.557,0.967700,3960074
0,hnsw,7500,96,l2,10,1000,32,16,200,256,1.301693,0.091983,10871.560,0.092,0.522,0.956,17.389,0.992400,3960074
0,hnsw,7500,96,l2,10,1000,32,16,200,384,1.088654,0.179927,5557.824,0.180,0.706,2.850,21.599,0.997800,3960074
0,hnsw,7500,96,l2,10,1000,32,16,200,512,1.256268,0.222076,4502.961,0.222,1.072,5.852,10.286,0.999200,3960074
0,hnsw,7500,96,l2,10,1000,32,16,200,640,1.843520,0.290313,3444.553,0.290,1.740,1.818,1.864,0.999300,3960074
0,hnsw,7500,96,l2,10,1000,32,16,200,768,1.320205,0.390368,2561.686,0.390,1.698,2.670,23.368,0.999400,3960074
1,flat,7500,96,l2,10,1000,32,,,,0.001084,0.117291,8525.820,0.117,0.316,0.325,0.337,1.000000,2880045
1,hnsw,7500,96,l2,10,1000,32,16,200,64,1.970296,0.048858,20467.586,0.049,0.159,0.185,8.418,0.892000,3960074
1,hnsw,7500,96,l2,10,1000,32,16,200,128,1.963557,0.067175,14886.517,0.067,0.302,1.510,4.478,0.969500,3960074
1,hnsw,7500,96,l2,10,1000,32,16,200,256,1.924536,0.114063,8767.097,0.114,0.588,0.688,4.846,0.993300,3960074
1,hnsw,7500,96,l2,10,1000,32,16,200,384,1.510416,0.176995,5649.878,0.177,0.924,1.324,10.383,0.998000,3960074
1,hnsw,7500,96,l2,10,1000,32,16,200,512,1.055317,0.207450,4820.443,0.207,0.991,1.874,16.156,0.998900,3960074
1,hnsw,7500,96,l2,10,1000,32,16,200,640,1.377900,0.287948,3472.855,0.288,1.295,2.067,18.069,0.999500,3960074
1,hnsw,7500,96,l2,10,1000,32,16,200,768,1.449032,0.440104,2272.191,0.440,1.730,7.052,10.528,0.999700,3960074
0,flat,10000,96,l2,10,1000,32,,,,0.001220,0.146461,6827.759,0.146,0.416,0.437,2.416,1.000000,3840045
0,hnsw,10000,96,l2,10,1000,32,16,200,64,2.026789,0.048163,20762.779,0.048,0.177,0.236,15.584,0.856400,5280442
0,hnsw,10000,96,l2,10,1000,32,16,200,128,1.900559,0.067267,14866.022,0.067,0.341,0.492,16.581,0.952200,5280442
0,hnsw,10000,96,l2,10,1000,32,16,200,256,1.708842,0.096820,10328.438,0.097,0.634,6.778,9.534,0.989700,5280442
0,hnsw,10000,96,l2,10,1000,32,16,200,384,1.810952,0.184189,5429.218,0.184,0.723,1.377,18.038,0.996100,5280442
0,hnsw,10000,96,l2,10,1000,32,16,200,512,1.936547,0.220367,4537.878,0.220,1.010,1.857,20.993,0.998100,5280442
0,hnsw,10000,96,l2,10,1000,32,16,200,640,1.876551,0.298452,3350.627,0.298,1.380,2.509,10.674,0.998900,5280442
0,hnsw,10000,96,l2,10,1000,32,16,200,768,1.687040,0.396021,2525.117,0.396,1.774,2.514,3.132,0.999100,5280442
1,flat,10000,96,l2,10,1000,32,,,,0.001273,0.111577,8962.414,0.112,0.417,0.425,0.509,1.000000,3840045
1,hnsw,10000,96,l2,10,1000,32,16,200,64,1.374352,0.038744,25810.456,0.039,0.191,0.329,23.253,0.863100,5280442
1,hnsw,10000,96,l2,10,1000,32,16,200,128,1.707994,0.059278,16869.679,0.059,0.348,0.625,24.330,0.954000,5280442
1,hnsw,10000,96,l2,10,1000,32,16,200,256,1.829693,0.097268,10280.886,0.097,0.466,0.939,21.085,0.989200,5280442
1,hnsw,10000,96,l2,10,1000,32,16,200,384,2.240686,0.215533,4639.665,0.216,1.042,5.233,9.133,0.996100,5280442
1,hnsw,10000,96,l2,10,1000,32,16,200,512,2.822214,0.297189,3364.862,0.297,1.501,2.110,22.134,0.998200,5280442
1,hnsw,10000,96,l2,10,1000,32,16,200,640,1.957635,0.388005,2577.285,0.388,1.428,2.043,2.941,0.998700,5280442
1,hnsw,10000,96,l2,10,1000,32,16,200,768,2.661678,0.447297,2235.650,0.447,2.440,2.746,2.787,0.999000,5280442
0,flat,50000,96,l2,10,1000,32,,,,0.017461,0.676638,1477.894,0.677,2.667,3.166,18.351,1.000000,19200045
0,flat,2500,96,l2,10,1000,32,,,,0.000800,0.195514,5114.732,0.196,0.114,0.159,2.629,1.000000,960045
0,hnsw,2500,96,l2,10,1000,32,16,200,64,0.778959,0.058517,17088.933,0.059,0.123,0.150,11.808,0.965900,1319402
0,hnsw,2500,96,l2,10,1000,32,16,200,128,0.362838,0.079664,12552.682,0.080,0.222,0.237,0.266,0.995100,1319402
0,hnsw,2500,96,l2,10,1000,32,16,200,256,0.408780,0.086282,11589.936,0.086,0.434,2.296,16.047,0.999400,1319402
0,hnsw,2500,96,l2,10,1000,32,16,200,384,0.209670,0.124855,8009.303,0.125,0.606,6.086,16.866,0.999900,1319402
0,hnsw,2500,96,l2,10,1000,32,16,200,512,0.319471,0.185163,5400.646,0.185,0.848,1.218,16.130,0.999700,1319402
0,hnsw,2500,96,l2,10,1000,32,16,200,640,0.303166,0.241344,4143.459,0.241,1.431,1.484,1.567,1.000000,1319402
0,hnsw,2500,96,l2,10,1000,32,16,200,768,0.317622,0.339054,2949.381,0.339,1.468,2.609,12.659,0.999900,1319402
1,flat,2500,96,l2,10,1000,32,,,,0.000382,0.040788,24517.206,0.041,0.113,0.120,0.137,1.000000,960045
1,hnsw,2500,96,l2,10,1000,32,16,200,64,0.395569,0.037653,26558.173,0.038,0.126,0.191,22.445,0.967300,1319402
1,hnsw,2500,96,l2,10,1000,32,16,200,128,0.241226,0.043678,22894.563,0.044,0.225,0.259,16.465,0.995900,1319402
1,hnsw,2500,96,l2,10,1000,32,16,200,256,0.317656,0.076586,13057.250,0.077,0.439,0.454,0.497,0.999200,1319402
0,flat,2500,96,l2,10,1000,32,,,,0.000652,0.261446,3824.884,0.261,0.113,0.118,0.335,1.000000,960045
0,hnsw,2500,96,l2,10,1000,32,16,200,64,0.364350,0.036054,27735.835,0.036,0.125,0.132,0.227,0.966200,1319402
0,hnsw,2500,96,l2,10,1000,32,16,200,128,0.306591,0.044341,22552.363,0.044,0.225,0.292,8.651,0.995400,1319402
0,hnsw,2500,96,l2,10,1000,32,16,200,256,0.331676,0.072639,13766.737,0.073,0.441,0.908,9.139,0.999200,1319402
0,hnsw,2500,96,l2,10,1000,32,16,200,384,0.259903,0.140546,7115.132,0.141,0.510,0.831,21.181,0.999800,1319402
0,hnsw,2500,96,l2,10,1000,32,16,200,512,0.308953,0.200288,4992.809,0.200,0.748,3.677,20.520,0.999800,1319402
0,hnsw,2500,96,l2,10,1000,32,16,200,640,0.285134,0.302086,3310.319,0.302,1.037,1.689,17.936,1.000000,1319402
0,hnsw,2500,96,l2,10,1000,32,16,200,768,0.345451,0.335647,2979.322,0.336,1.374,2.001,20.677,0.999800,1319402
1,flat,2500,96,l2,10,1000,32,,,,0.000355,0.081329,12295.693,0.081,0.114,0.121,2.125,1.000000,960045
1,hnsw,2500,96,l2,10,1000,32,16,200,64,0.369449,0.058591,17067.361,0.059,0.124,0.137,0.179,0.967400,1319402
1,hnsw,2500,96,l2,10,1000,32,16,200,128,0.339945,0.068018,14701.946,0.068,0.225,0.242,0.338,0.995400,1319402
1,hnsw,2500,96,l2,10,1000,32,16,200,256,0.303287,0.080463,12428.111,0.080,0.439,0.450,0.478,0.999300,1319402
1,hnsw,2500,96,l2,10,1000,32,16,200,384,0.375026,0.150577,6641.101,0.151,0.693,4.561,10.879,0.999500,1319402
1,hnsw,2500,96,l2,10,1000,32,16,200,512,0.268758,0.200072,4998.191,0.200,0.750,1.568,9.861,0.999800,1319402
1,hnsw,2500,96,l2,10,1000,32,16,200,640,0.259265,0.244429,4091.170,0.244,1.035,9.843,11.313,1.000000,1319402
1,hnsw,2500,96,l2,10,1000,32,16,200,768,0.332321,0.349064,2864.805,0.349,1.377,2.506,10.844,1.000000,1319402
0,flat,5000,96,l2,10,1000,32,,,,0.000598,0.129238,7737.665,0.129,0.217,0.293,21.908,1.000000,1920045
0,hnsw,5000,96,l2,10,1000,32,16,200,64,0.701661,0.033045,30261.401,0.033,0.156,0.236,13.350,0.926400,2639578
0,hnsw,5000,96,l2,10,1000,32,16,200,128,0.684147,0.063607,15721.419,0.064,0.281,0.406,19.918,0.982700,2639578
0,hnsw,5000,96,l2,10,1000,32,16,200,256,0.577195,0.083895,11919.680,0.084,0.394,0.706,20.637,0.996500,2639578
0,hnsw,5000,96,l2,10,1000,32,16,200,384,0.762980,0.189956,5264.378,0.190,0.618,8.136,10.812,0.998500,2639578
0,hnsw,5000,96,l2,10,1000,32,16,200,512,0.916637,0.227706,4391.619,0.228,1.209,1.282,6.008,0.999500,2639578
0,hnsw,5000,96,l2,10,1000,32,16,200,640,0.949987,0.330536,3025.392,0.331,1.187,1.773,23.458,0.999600,2639578
0,hnsw,5000,96,l2,10,1000,32,16,200,768,0.694315,0.362295,2760.182,0.362,1.545,2.177,2.267,0.999700,2639578
1,flat,5000,96,l2,10,1000,32,,,,0.000729,0.062372,16032.941,0.062,0.214,0.222,0.293,1.000000,1920045
1,hnsw,5000,96,l2,10,1000,32,16,200,64,0.891282,0.108559,9211.573,0.109,0.146,0.174,8.315,0.926900,2639578
1,hnsw,5000,96,l2,10,1000,32,16,200,128,0.950869,0.052624,19002.711,0.053,0.266,0.284,8.502,0.982900,2639578
1,hnsw,5000,96,l2,10,1000,32,16,200,256,0.920400,0.106512,9388.650,0.107,0.527,0.557,0.619,0.996900,2639578
1,hnsw,5000,96,l2,10,1000,32,16,200,384,0.972252,0.178079,5615.480,0.178,0.625,5.693,10.998,0.998900,2639578
1,hnsw,5000,96,l2,10,1000,32,16,200,512,0.657936,0.230217,4343.723,0.230,1.194,1.285,5.997,0.999800,2639578
1,hnsw,5000,96,l2,10,1000,32,16,200,640,0.718149,0.283608,3525.994,0.284,1.243,5.746,10.346,0.999800,2639578
1,hnsw,5000,96,l2,10,1000,32,16,200,768,0.784812,0.366917,2725.411,0.367,1.541,2.602,25.623,0.999800,2639578
0,flat,7500,96,l2,10,1000,32,,,,0.000950,0.102674,9739.567,0.103,0.319,0.395,20.508,1.000000,2880045
0,hnsw,7500,96,l2,10,1000,32,16,200,64,1.032486,0.039211,25502.831,0.039,0.167,0.232,20.912,0.894300,3960074
0,hnsw,7500,96,l2,10,1000,32,16,200,128,1.048324,0.061364,16296.280,0.061,0.316,0.466,18.013,0.968300,3960074
0,hnsw,7500,96,l2,10,1000,32,16,200,256,1.271869,0.086540,11555.352,0.087,0.598,0.652,20.468,0.993500,3960074
0,hnsw,7500,96,l2,10,1000,32,16,200,384,0.978264,0.182003,5494.415,0.182,0.928,0.959,1.021,0.997900,3960074
0,hnsw,7500,96,l2,10,1000,32,16,200,512,1.300535,0.221513,4514.417,0.222,0.950,1.476,18.272,0.999200,3960074
0,hnsw,7500,96,l2,10,1000,32,16,200,640,1.189388,0.281626,3550.814,0.282,1.279,2.323,23.755,0.999500,3960074
0,hnsw,7500,96,l2,10,1000,32,16,200,768,0.955364,0.395083,2531.115,0.395,1.681,2.805,25.253,0.999700,3960074
1,flat,7500,96,l2,10,1000,32,,,,0.000987,0.100003,9999.676,0.100,0.315,0.324,0.341,1.000000,2880045
1,hnsw,7500,96,l2,10,1000,32,16,200,64,1.355191,0.088509,11298.255,0.089,0.165,0.227,18.645,0.891900,3960074
1,hnsw,7500,96,l2,10,1000,32,16,200,128,1.503083,0.059682,16755.417,0.060,0.312,0.451,16.581,0.969100,3960074
1,hnsw,7500,96,l2,10,1000,32,16,200,256,1.191583,0.088946,11242.836,0.089,0.424,0.834,25.018,0.992800,3960074
1,hnsw,7500,96,l2,10,1000,32,16,200,384,1.645457,0.289907,3449.377,0.290,0.917,1.278,22.958,0.997200,3960074
1,hnsw,7500,96,l2,10,1000,32,16,200,512,1.340721,0.260216,3842.958,0.260,0.970,1.709,16.675,0.998800,3960074
1,hnsw,7500,96,l2,10,1000,32,16,200,640,1.622296,0.281595,3551.206,0.282,1.300,2.334,18.180,0.999500,3960074
1,hnsw,7500,96,l2,10,1000,32,16,200,768,1.245745,0.363905,2747.974,0.364,1.670,2.917,23.625,0.999900,3960074
0,flat,10000,96,l2,10,1000,32,,,,0.001351,0.151700,6591.955,0.152,0.421,0.626,9.410,1.000000,3840045
0,hnsw,10000,96,l2,10,1000,32,16,200,64,2.144306,0.055574,17993.879,0.056,0.186,0.320,23.133,0.856200,5280442
0,hnsw,10000,96,l2,10,1000,32,16,200,128,1.383316,0.056666,17647.280,0.057,0.336,0.467,21.192,0.952800,5280442
0,hnsw,10000,96,l2,10,1000,32,16,200,256,2.008941,0.098368,10165.945,0.098,0.629,1.443,14.957,0.989100,5280442
0,hnsw,10000,96,l2,10,1000,32,16,200,384,1.890262,0.171373,5835.210,0.171,0.725,7.992,13.097,0.995200,5280442
0,hnsw,10000,96,l2,10,1000,32,16,200,512,1.587339,0.232009,4310.182,0.232,1.035,5.368,10.307,0.998100,5280442
0,hnsw,10000,96,l2,10,1000,32,16,200,640,1.788126,0.298484,3350.262,0.298,1.374,2.221,23.475,0.998900,5280442
0,hnsw,10000,96,l2,10,1000,32,16,200,768,1.775811,0.423445,2361.584,0.423,1.745,2.830,24.447,0.999100,5280442
1,flat,10000,96,l2,10,1000,32,,,,0.001359,0.218162,4583.750,0.218,0.418,0.448,9.617,1.000000,3840045
1,hnsw,10000,96,l2,10,1000,32,16,200,64,2.372245,0.059088,16924.023,0.059,0.166,0.185,0.215,0.863000,5280442
1,hnsw,10000,96,l2,10,1000,32,16,200,128,1.595702,0.068618,14573.442,0.069,0.338,0.550,9.447,0.954500,5280442
