time,rss_mb,cpu_percent,read_kbs,write_kbs,read_chars_kbs,write_chars_kbs,minor_faults_s,major_faults_s
2025-08-18 14:49:11.601995,775.4,808.9,557560.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:11.702586,775.4,789.0,531960.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:11.803196,775.4,789.0,510560.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:11.903796,775.4,769.1,583480.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:12.004401,775.4,779.0,594920.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:12.109376,775.4,778.4,576880.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:12.210012,775.4,758.9,533520.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:12.311825,775.4,720.3,531680.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:12.412420,775.4,749.1,509320.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:12.512986,775.4,749.1,543600.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:12.613576,775.4,739.1,580840.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:12.714151,775.4,769.1,295560.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:12.814588,775.4,799.1,96880.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:12.915142,775.4,749.1,42880.0,0.0,0.0,1.28,780.0,0.0
2025-08-18 14:49:13.015745,775.4,769.1,576040.0,0.0,0.0,0.0,390.0,0.0
2025-08-18 14:49:13.119676,775.4,788.4,577760.0,0.0,0.0,0.0,240.0,0.0
2025-08-18 14:49:13.220264,775.4,799.0,583400.0,0.0,0.0,0.0,40.0,0.0
2025-08-18 14:49:13.320867,775.4,779.0,571480.0,0.0,0.0,0.0,30.0,0.0
2025-08-18 14:49:13.421463,775.4,789.0,566840.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:13.522061,775.4,779.0,553920.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:13.622695,775.4,798.9,578920.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:13.723515,775.4,787.6,579560.0,0.0,0.0,0.0,0.0,0.0
