0 ,flat , 2500 ,96 ,l2 ,10 ,1000 ,32 ,   ,    ,    ,0.000652 ,0.223694 , 4470.394 ,0.224 ,0.113 , 0.127 ,22.373 ,1.000000 ,  960045
0 ,hnsw , 2500 ,96 ,l2 ,10 ,1000 ,32 ,32 ,200 , 64 ,0.640377 ,0.077068 ,12975.586 ,0.077 ,0.158 , 0.180 , 8.481 ,0.989600 , 1638546
0 ,hnsw , 2500 ,96 ,l2 ,10 ,1000 ,32 ,32 ,200 ,128 ,0.463406 ,0.067654 ,14781.133 ,0.068 ,0.264 , 0.367 ,20.021 ,0.999300 , 1638546
0 ,hnsw , 2500 ,96 ,l2 ,10 ,1000 ,32 ,32 ,200 ,256 ,0.338321 ,0.077532 ,12897.857 ,0.078 ,0.474 , 0.499 , 0.688 ,1.000000 , 1638546
0 ,hnsw , 2500 ,96 ,l2 ,10 ,1000 ,32 ,32 ,200 ,384 ,0.214621 ,0.119862 , 8342.914 ,0.120 ,0.750 , 6.624 , 9.481 ,1.000000 , 1638546
0 ,hnsw , 2500 ,96 ,l2 ,10 ,1000 ,32 ,32 ,200 ,512 ,0.285120 ,0.163079 , 6132.012 ,0.163 ,1.065 , 1.183 ,21.286 ,1.000000 , 1638546
0 ,hnsw , 2500 ,96 ,l2 ,10 ,1000 ,32 ,32 ,200 ,640 ,0.254183 ,0.237976 , 4202.104 ,0.238 ,1.073 , 1.725 ,21.381 ,1.000000 , 1638546
0 ,hnsw , 2500 ,96 ,l2 ,10 ,1000 ,32 ,32 ,200 ,768 ,0.290996 ,0.356838 , 2802.390 ,0.357 ,1.416 , 2.221 ,26.338 ,1.000000 , 1638546
1 ,flat , 2500 ,96 ,l2 ,10 ,1000 ,32 ,   ,    ,    ,0.000327 ,0.088145 ,11344.954 ,0.088 ,0.113 , 0.122 , 0.369 ,1.000000 ,  960045
1 ,hnsw , 2500 ,96 ,l2 ,10 ,1000 ,32 ,32 ,200 , 64 ,0.233262 ,0.034521 ,28968.088 ,0.035 ,0.154 , 0.168 ,13.236 ,0.991400 , 1638546
1 ,hnsw , 2500 ,96 ,l2 ,10 ,1000 ,32 ,32 ,200 ,128 ,0.283532 ,0.042607 ,23470.148 ,0.043 ,0.260 , 0.317 ,13.395 ,0.998700 , 1638546
1 ,hnsw , 2500 ,96 ,l2 ,10 ,1000 ,32 ,32 ,200 ,256 ,0.286064 ,0.096278 ,10386.552 ,0.096 ,0.473 , 0.916 ,20.130 ,0.999900 , 1638546
1 ,hnsw , 2500 ,96 ,l2 ,10 ,1000 ,32 ,32 ,200 ,384 ,0.298288 ,0.112942 , 8854.122 ,0.113 ,0.540 , 0.912 ,16.382 ,0.999800 , 1638546
1 ,hnsw , 2500 ,96 ,l2 ,10 ,1000 ,32 ,32 ,200 ,512 ,0.232559 ,0.164013 , 6097.070 ,0.164 ,0.773 , 1.342 ,17.210 ,1.000000 , 1638546
